Author,Title,Ban Status,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Origin of Challenge,Year
"Maas, Sarah J.",A Court of Frost and Starlight,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Alpine School District,Nov-22,Legislative Action,2022-2023
"Maas, Sarah J.",A Court of Frost and Starlight,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Frost and Starlight,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Jordan School District,AY 2022-2023,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Frost and Starlight,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Frost and Starlight,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Washington County School District,Jul-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Frost and Starlight,Banned Pending Investigation,,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,Feb-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries,,,,A Court of Thorns and Roses,Florida,Collier County Public Schools,Mar-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned Pending Investigation,,,,A Court of Thorns and Roses,Florida,Escambia County Public Schools,Sep-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Flagler Schools,Oct-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned Pending Investigation,,,,A Court of Thorns and Roses,Florida,Highlands Schools,Sep-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned Pending Investigation,,,,A Court of Thorns and Roses,Florida,Marion County Public Schools,AY 2022-2023,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Martin County Schools,Feb-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Miami-Dade Public Schools,Mar-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,School District of Hamilton County,Mar-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Volusia County Schools,Aug-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Kansas,Gardner Edgerton School District 231,Mar-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries,,,,A Court of Thorns and Roses,Missouri,Nixa Public Schools,Apr-23,Unclear,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries,,,,A Court of Thorns and Roses,North Carolina,Cumberland County Schools,Apr-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,North Carolina,Pender County Schools,Feb-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned Pending Investigation,,,,A Court of Thorns and Roses,North Dakota,Williston Basin School District #7,Sep-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned Pending Investigation,,,,A Court of Thorns and Roses,Oregon,Canby Public School District,Mar-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Pennsylvania,Central York School District,Jan-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned Pending Investigation,,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Conroe Independent School District,Sep-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,Sep-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Alpine School District,Nov-22,Legislative Action,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Davis School District,Nov-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Wasatch School District,AY 2022-2023,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Washington County School District,Jul-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Virginia,Hanover County Public Schools,Jun-23,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Mist and Fury,Banned Pending Investigation,,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,Feb-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Escambia County Public Schools,Jan-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Volusia County Schools,Aug-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Kansas,Gardner Edgerton School District 231,Mar-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries,,,,A Court of Thorns and Roses,Missouri,Nixa Public Schools,Apr-23,Unclear,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned Pending Investigation,,,,A Court of Thorns and Roses,North Carolina,Pender County Schools,Feb-23,Administration,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned Pending Investigation,,,,A Court of Thorns and Roses,Oregon,Canby Public School District,Mar-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Conroe Independent School District,Sep-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,Sep-22,Administration,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Alpine School District,Nov-22,Legislative Action,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Davis School District,Nov-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Formal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Washington County School District,Jul-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Virginia,Hanover County Public Schools,Jun-23,Informal Challenge,2022-2023
"Maas, Sarah J.",A ​Court of Silver Flames,Banned Pending Investigation,,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,Feb-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned Pending Investigation,,,,A Court of Thorns and Roses,Florida,Escambia County Public Schools,Mar-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Martin County Schools,Feb-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Volusia County Schools,Aug-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries,,,,A Court of Thorns and Roses,Missouri,Nixa Public Schools,Apr-23,Unclear,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned Pending Investigation,,,,A Court of Thorns and Roses,North Carolina,Pender County Schools,Feb-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned Pending Investigation,,,,A Court of Thorns and Roses,North Dakota,Williston Basin School District #7,Sep-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned Pending Investigation,,,,A Court of Thorns and Roses,Oregon,Canby Public School District,Mar-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned Pending Investigation,,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Conroe Independent School District,Sep-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Keller Independent School District,Fall 2022,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Alpine School District,Nov-22,Legislative Action,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Davis School District,Nov-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Washington County School District,Jul-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Thorns and Roses,Banned Pending Investigation,,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,Feb-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned Pending Investigation,,,,A Court of Thorns and Roses,Florida,Escambia County Public Schools,Sep-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Martin County Schools,Feb-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,School District of Hamilton County,Mar-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Florida,Volusia County Schools,Aug-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries,,,,A Court of Thorns and Roses,Missouri,Nixa Public Schools,Apr-23,Unclear,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned Pending Investigation,,,,A Court of Thorns and Roses,North Dakota,Williston Basin School District #7,Sep-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned Pending Investigation,,,,A Court of Thorns and Roses,Oregon,Canby Public School District,Mar-23,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Pennsylvania,Penncrest School District,Feb-23,Administration,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned Pending Investigation,,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,Oct-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Conroe Independent School District,Sep-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Alpine School District,Nov-22,Legislative Action,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Davis School District,Nov-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Granite School District,Oct-22,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Formal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned from Libraries and Classrooms,,,,A Court of Thorns and Roses,Utah,Washington County School District,Jul-22,Informal Challenge,2022-2023
"Maas, Sarah J.",A Court of Wings and Ruin,Banned Pending Investigation,,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,Feb-23,Formal Challenge,2022-2023
"Maas, Sarah J.",Catwoman: Soulstealer,Banned from Libraries,,,,DC Icons,Texas,Frisco Independent School District,Oct-22,Administration,2022-2023
"Maas, Sarah J.",Crown of Midnight,Banned Pending Investigation,,,,Throne of Glass,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Maas, Sarah J.",Empire of Storms,Banned from Libraries and Classrooms,,,,Throne of Glass,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Maas, Sarah J.",Empire of Storms,Banned Pending Investigation,,,,Throne of Glass,Florida,Escambia County Public Schools,Sep-22,Formal Challenge,2022-2023
"Maas, Sarah J.",Empire of Storms,Banned from Libraries and Classrooms,,,,Throne of Glass,Florida,Martin County Schools,Feb-23,Formal Challenge,2022-2023
